Fecha,Hora,Consumo (Wh),Precio (€/kWh),Coste por hora (€)
2019-01-14,7,14,0.08455708,0.00118379912
2019-01-14,8,12,0.08340341,0.00100084092
2019-01-14,9,131,0.083109449,0.01088733782
2019-01-14,10,12,0.081749212,9.81E-04
2019-01-14,11,12,0.081312172,9.76E-04
2019-01-14,12,12,0.148906345,0.00178687614
2019-01-14,13,12,0.14813495,0.0017776194
2019-01-14,14,16,0.146002871,0.002336045936
2019-01-14,15,86,0.144360042,0.01241496361
2019-01-14,16,16,0.144644109,0.002314305744
2019-01-14,17,12,0.150414759,0.001804977108
2019-01-14,18,29,0.154731329,0.004487208541
2019-01-14,19,419,0.156311992,0.06549472465
2019-01-14,20,547,0.156084137,0.08537802294
2019-01-14,21,1247,0.154978066,0.1932576483
2019-01-14,22,1532,0.085680093,0.1312619025
2019-01-14,23,692,0.082676425,0.0572120861
,,,,
2019-01-15,0,792,0.078508416,0.06217866547
2019-01-15,1,168,0.074254004,0.01247467267
2019-01-15,2,46,0.072719997,0.003345119862
2019-01-15,3,28,0.072779195,0.00203781746
2019-01-15,4,31,0.072862253,0.002258729843
2019-01-15,5,31,0.07548394,0.00234000214
2019-01-15,6,30,0.084653434,0.00253960302
2019-01-15,7,192,0.088302254,0.01695403277
2019-01-15,8,26,0.087672114,0.002279474964
2019-01-15,9,151,0.087052544,0.01314493414
2019-01-15,10,30,0.087840598,0.00263521794
2019-01-15,11,20,0.08679265,0.001735853
2019-01-15,12,31,0.152102283,0.004715170773
2019-01-15,13,28,0.152411871,0.004267532388
2019-01-15,14,584,0.152334349,0.08896325982
2019-01-15,15,111,0.15247522,0.01692474942
2019-01-15,16,115,0.15248699,0.01753600385
2019-01-15,17,41,0.156973326,0.006435906366
2019-01-15,18,30,0.16220838,0.0048662514
2019-01-15,19,137,0.163150334,0.02235159576
2019-01-15,20,206,0.161486339,0.03326618583
2019-01-15,21,284,0.160729776,0.04564725638
2019-01-15,22,1845,0.090964454,0.1678294176
2019-01-15,23,859,0.088922452,0.07638438627
,,,,
2019-01-16,0,544,0.09043265,0.0491953616
2019-01-16,1,46,0.08880207,0.00408489522
2019-01-16,2,45,0.085988607,0.003869487315
2019-01-16,3,43,0.083397267,0.003586082481
2019-01-16,4,48,0.080046075,0.0038422116
2019-01-16,5,34,0.082917409,0.002819191906
2019-01-16,6,48,0.086075292,0.004131614016
2019-01-16,7,256,0.088537787,0.02266567347
2019-01-16,8,35,0.087909329,0.003076826515
2019-01-16,9,114,0.088267008,0.01006243891
2019-01-16,10,30,0.087506583,0.00262519749
2019-01-16,11,31,0.086181891,0.002671638621
2019-01-16,12,30,0.152222945,0.00456668835
2019-01-16,13,27,0.152386358,0.004114431666
2019-01-16,14,26,0.151356925,0.00393528005
2019-01-16,15,325,0.151200106,0.04914003445
2019-01-16,16,868,0.151095535,0.1311509244
2019-01-16,17,888,0.152374843,0.1353088606
2019-01-16,18,181,0.157819374,0.02856530669
2019-01-16,19,564,0.158967664,0.0896577625
2019-01-16,20,670,0.1585979,0.106260593
2019-01-16,21,667,0.160862966,0.1072955983
2019-01-16,22,1207,0.089606855,0.108155474
2019-01-16,23,874,0.088234825,0.07711723705
,,,,
2019-01-17,0,191,0.087065176,0.01662944862
