Fecha,Hora,Consumo (Wh),Precio (€/kWh),Coste por hora (€)
2019-02-17,12,107,0.128979734,0.01380083154
2019-02-17,13,104,0.131634262,0.01368996325
2019-02-17,14,938,0.129034022,0.1210339126
2019-02-17,15,399,0.126683673,0.05054678553
2019-02-17,16,1352,0.126641305,0.1712190444
2019-02-17,17,856,0.128673144,0.1101442113
2019-02-17,18,464,0.138043801,0.06405232366
2019-02-17,19,116,0.145610831,0.0168908564
2019-02-17,20,111,0.147299518,0.0163502465
2019-02-17,21,106,0.148170827,0.01570610766
2019-02-17,22,339,0.078835536,0.0267252467
2019-02-17,23,436,0.077438676,0.03376326274
,,,,
2019-02-18,0,60,0.069004875,0.0041402925
2019-02-18,1,43,0.063339151,0.002723583493
2019-02-18,2,41,0.062594254,0.002566364414
2019-02-18,3,49,0.063244573,0.003098984077
2019-02-18,4,37,0.063008599,0.002331318163
2019-02-18,5,41,0.063136917,0.002588613597
2019-02-18,6,48,0.07270331,0.00348975888
2019-02-18,7,201,0.075614644,0.01519854344
2019-02-18,8,40,0.07520074,0.0030080296
2019-02-18,9,142,0.075925381,0.0107814041
2019-02-18,10,44,0.076148517,0.003350534748
2019-02-18,11,97,0.075562919,0.007329603143
2019-02-18,12,40,0.142133727,0.00568534908
2019-02-18,13,40,0.142173556,0.00568694224
2019-02-18,14,43,0.140869951,0.006057407893
2019-02-18,15,629,0.141032887,0.08870968592
2019-02-18,16,223,0.141219179,0.03149187692
2019-02-18,17,207,0.141759353,0.02934418607
2019-02-18,18,205,0.142935828,0.02930184474
2019-02-18,19,90,0.144216481,0.01297948329
2019-02-18,20,116,0.145747906,0.0169067571
2019-02-18,21,1061,0.144886475,0.15372455
2019-02-18,22,579,0.07536997,0.04363921263
2019-02-18,23,915,0.075371734,0.06896513661
,,,,
2019-02-19,0,1172,0.076582106,0.08975422823
2019-02-19,1,49,0.076140359,0.003730877591
2019-02-19,2,33,0.070105519,0.002313482127
2019-02-19,3,51,0.070313094,0.003585967794
2019-02-19,4,47,0.070287936,0.003303532992
2019-02-19,5,33,0.074521899,0.002459222667
2019-02-19,6,54,0.076019276,0.004105040904
2019-02-19,7,194,0.077273824,0.01499112186
2019-02-19,8,61,0.076506912,0.004666921632
2019-02-19,9,187,0.077015935,0.01440197985
2019-02-19,10,43,0.076096533,0.003272150919
2019-02-19,11,100,0.074995702,0.0074995702
2019-02-19,12,59,0.142036336,0.008380143824
2019-02-19,13,78,0.141569752,0.01104244066
2019-02-19,14,76,0.140804954,0.0107011765
2019-02-19,15,1385,0.140807612,0.1950185426
2019-02-19,16,115,0.140723335,0.01618318353
2019-02-19,17,46,0.141083673,0.006489848958
2019-02-19,18,56,0.142662667,0.007989109352
2019-02-19,19,53,0.144221587,0.007643744111
2019-02-19,20,38,0.145902798,0.005544306324
2019-02-19,21,40,0.145535719,0.00582142876
2019-02-19,22,749,0.076985294,0.05766198521
2019-02-19,23,1231,0.076748178,0.09447700712
,,,,
2019-02-20,0,787,0.078061019,0.06143402195
2019-02-20,1,151,0.077111744,0.01164387334
2019-02-20,2,102,0.074557608,0.007604876016
2019-02-20,3,71,0.07215598,0.00512307458
2019-02-20,4,96,0.071038979,0.006819741984
2019-02-20,5,206,0.072632004,0.01496219282
2019-02-20,6,310,0.074250272,0.02301758432
2019-02-20,7,195,0.076321235,0.01488264083
2019-02-20,8,287,0.07513704,0.02156433048
2019-02-20,9,331,0.07515873,0.02487753963
2019-02-20,10,69,0.073919417,0.005100439773
2019-02-20,11,76,0.07274525,0.005528639
2019-02-20,12,49,0.139450551,0.006833076999
2019-02-20,13,227,0.138109553,0.03135086853
2019-02-20,14,954,0.136607928,0.1303239633
2019-02-20,15,79,0.135980199,0.01074243572
2019-02-20,16,113,0.136123737,0.01538198228
2019-02-20,17,112,0.138228261,0.01548156523
2019-02-20,18,145,0.140487698,0.02037071621
2019-02-20,19,156,0.143282951,0.02235214036
2019-02-20,20,124,0.144452682,0.01791213257
2019-02-20,21,736,0.144391873,0.1062724185
2019-02-20,22,714,0.0751325,0.053644605
2019-02-20,23,720,0.074185564,0.05341360608
,,,,
2019-02-21,0,174,0.076287158,0.01327396549
2019-02-21,1,104,0.072550875,0.007545291
2019-02-21,2,67,0.067042215,0.004491828405
2019-02-21,3,43,0.066163214,0.002845018202
2019-02-21,4,44,0.064679289,0.002845888716
2019-02-21,5,44,0.065763674,0.002893601656
2019-02-21,6,44,0.067895228,0.002987390032
2019-02-21,7,207,0.07439074,0.01539888318
2019-02-21,8,46,0.073726038,0.003391397748
2019-02-21,9,149,0.073500373,0.01095155558
2019-02-21,10,52,0.072525409,0.003771321268
2019-02-21,11,44,0.070092802,0.003084083288
2019-02-21,12,43,0.134600379,0.005787816297
2019-02-21,13,41,0.131601615,0.005395666215
2019-02-21,14,42,0.130552912,0.005483222304
2019-02-21,15,46,0.130666017,0.006010636782
2019-02-21,16,47,0.131324519,0.006172252393
2019-02-21,17,45,0.1340116,0.006030522
2019-02-21,18,46,0.139319207,0.006408683522
2019-02-21,19,39,0.143004761,0.005577185679
2019-02-21,20,54,0.144458824,0.007800776496
2019-02-21,21,442,0.144602548,0.06391432622
2019-02-21,22,827,0.075269938,0.06224823873
2019-02-21,23,636,0.073612907,0.04681780885
,,,,
2019-02-22,0,553,0.072787669,0.04025158096
2019-02-22,1,45,0.066367178,0.00298652301
2019-02-22,2,47,0.063739067,0.002995736149
2019-02-22,3,47,0.063402956,0.002979938932
2019-02-22,4,47,0.062857755,0.002954314485
2019-02-22,5,107,0.064156399,0.006864734693
2019-02-22,6,83,0.067746876,0.005622990708
2019-02-22,7,195,0.073581854,0.01434846153
2019-02-22,8,36,0.07280288,0.00262090368
2019-02-22,9,159,0.072450557,0.01151963856
2019-02-22,10,49,0.071122448,0.003484999952
2019-02-22,11,48,0.069002224,0.003312106752
2019-02-22,12,37,0.134870319,0.004990201803
2019-02-22,13,40,0.13282435,0.005312974
2019-02-22,14,375,0.130850854,0.04906907025
2019-02-22,15,1326,0.129939201,0.1722993805
2019-02-22,16,77,0.130605939,0.0100566573
2019-02-22,17,42,0.13398808,0.00562749936
2019-02-22,18,37,0.13828636,0.00511659532
2019-02-22,19,51,0.142103497,0.007247278347
2019-02-22,20,48,0.143679832,0.006896631936
2019-02-22,21,32,0.143059434,0.004577901888
2019-02-22,22,332,0.073754793,0.02448659128
2019-02-22,23,646,0.071559482,0.04622742537
,,,,
2019-02-23,0,47,0.073941239,0.003475238233
2019-02-23,1,53,0.069030225,0.003658601925
2019-02-23,2,51,0.06648189,0.00339057639
2019-02-23,3,92,0.065252067,0.006003190164
2019-02-23,4,63,0.065081525,0.004100136075
2019-02-23,5,44,0.06510238,0.00286450472
2019-02-23,6,44,0.065454195,0.00287998458
2019-02-23,7,44,0.068811068,0.003027686992
2019-02-23,8,110,0.067155545,0.00738710995
2019-02-23,9,391,0.071939313,0.02812827138
2019-02-23,10,613,0.071869523,0.0440560176
2019-02-23,11,529,0.071414123,0.03777807107
2019-02-23,12,48,0.13700378,0.00657618144
2019-02-23,13,38,0.13611458,0.00517235404
2019-02-23,14,37,0.132863771,0.004915959527
2019-02-23,15,46,0.13049503,0.00600277138
2019-02-23,16,48,0.129516845,0.00621680856
2019-02-23,17,44,0.130725662,0.005751929128
2019-02-23,18,88,0.135701389,0.01194172223
2019-02-23,19,137,0.14045834,0.01924279258
2019-02-23,20,88,0.141917974,0.01248878171
2019-02-23,21,93,0.141734976,0.01318135277
2019-02-23,22,53,0.073661817,0.003904076301
2019-02-23,23,74,0.071430141,0.005285830434
,,,,
2019-02-24,0,55,0.073877176,0.00406324468
2019-02-24,1,46,0.069075228,0.003177460488
2019-02-24,2,45,0.065539829,0.002949292305
2019-02-24,3,45,0.064454965,0.002900473425
2019-02-24,4,43,0.062369647,0.002681894821
2019-02-24,5,43,0.062541863,0.002689300109
2019-02-24,6,313,0.063761761,0.01995743119
2019-02-24,7,135,0.063647578,0.00859242303
2019-02-24,8,219,0.062842744,0.01376256094
2019-02-24,9,455,0.067906948,0.03089766134
2019-02-24,10,66,0.07045971,0.00465034086
2019-02-24,11,41,0.067959972,0.002786358852
2019-02-24,12,45,0.133374358,0.00600184611
2019-02-24,13,46,0.13434959,0.00618008114
2019-02-24,14,36,0.133600396,0.004809614256
2019-02-24,15,37,0.130270194,0.004819997178
2019-02-24,16,46,0.129363295,0.00595071157
2019-02-24,17,49,0.130307714,0.006385077986
